latitude,longitude,altitude,geometry,coordinates,avspeed,distance,duration,endtime,maxspeed,minspeed,starttime,streetnames,taxiid,tripid
,,,LineString,"-8.60784,41.1625,-8.6079,41.1624,-8.60926,41.1626,-8.61122,41.1629,-8.61385,41.1632,-8.61715,41.1636,-8.62044,41.1639,-8.62359,41.1645,-8.6266,41.1649,-8.62978,41.1651,-8.63267,41.1642,-8.63524,41.164,-8.6379,41.1647,-8.63967,41.1655,-8.64127,41.1666,-8.6",25.94972311,5619.293553,765,10/1/2013 3:18,68.73266716,0,10/1/2013 3:06,"Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Avenida Associacao Empresarial de Portugal,Rua Engenheiro Luis Delgado dos Santos,Avenida Associacao Empresarial de Portugal,Rua de Pedro Hispano,Rua da Constituicao,Avenida de Sidonio Pais,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Via de Cintura Interna,Rua Manuel Pinto de Azevedo,Rua Engenheiro Ferreira Dias,Rua Conde Covilha,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Conde Covilha,Rua Manuel Pinto de Azevedo,Rua Direita de Pereiro,Rua Direita de Pereiro,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Direita de Pereiro,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Conde Covilha,Rua Conde Covilha,Rua Manuel Pinto de Azevedo,Rua Manuel Pinto de Azevedo,Rua Engenheiro Ezequiel de Campos,Rua Direita de Pereiro,Rua Engenheiro Ezequiel de Campos,Rua Manuel Pinto de Azevedo,Rua Conde Covilha,Rua Manuel Pinto de Azevedo,Rua Conde Covilha,Rua Engenheiro Ezequiel de Campos,Rua de Delfim Ferreira,Rua de Delfim Ferreira,Rua Doutor Aires de Gouveia Osorio,Rua de Delfim Ferreira",20000042,417499
,,,LineString,"-8.66237,41.1487,-8.66238,41.1486,-8.66238,41.1486,-8.66217,41.1486,-8.66181,41.1486,-8.66142,41.1487,-8.66124,41.1491,-8.66076,41.1496,-8.66066,41.1502,-8.659,41.1507,-8.65625,41.1516,-8.65345,41.1521,-8.65097,41.153,-8.64887,41.1542,-8.64746,41.1551,-8.",51.25967632,11498.10141,795,10/1/2013 4:32,91.74778158,0,10/1/2013 4:19,"Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Via de Cintura Interna,Rua Antonio Bessa Leite,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua 3 do Bairro Rainha Dona Leonor,Rua de Diogo Botelho,Rua 2,Rua 3 do Bairro Rainha Dona Leonor,Rua de Diogo Botelho,Rua 2,Rua 2,Rua 2,Rua de Paulo da Gama,Rua 1 Bairro da Rainha Dona Leonor,Rua de Paulo da Gama,Rua Argentina,Circular Regional Interna do Porto,Via de Cintura Interna,Rua da Venezuela,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Rua de Bonjoia,Rua do Freixo,Rua de Bonjoia,Rua Pinheiro de Campanha,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Rua Pinheiro de Campanha,Rua Pinheiro de Campanha,Rua do Freixo,Rua da Estacao,Rua da Estacao,Rua da Estacao",20000167,417500
,,,LineString,"-8.64765,41.1653,-8.64772,41.1652,-8.64801,41.165,-8.64856,41.1646,-8.64922,41.164,-8.64965,41.1627,-8.65003,41.1616,-8.65173,41.1618,-8.65442,41.1622,-8.65658,41.1626,-8.65687,41.1626,-8.65898,41.163,-8.66187,41.1635,-8.66282,41.1635,-8.66286,41.1635,-8.",25.54580697,3033.95173,435,10/1/2013 1:33,59.57587879,0.20090711,10/1/2013 1:26,"Rua de Fez,Rua de Sagres,Rua de Sagres,Avenida da Boavista,Avenida da Boavista,Avenida da Boavista,Avenida da Boavista,Rua Sao Joao Bosco,Avenida da Boavista,Rua Sao Joao Bosco,Rua Sao Joao Bosco,Avenida da Boavista,Rua Sao Joao Bosco,Avenida da Boavista,Rua Beato Inacio de Azevedo,Rua Beato Inacio de Azevedo,Rua Beato Inacio de Azevedo,Avenida da Boavista,Avenida da Boavista,Avenida da Boavista,Rua do Crasto,Rua de Fez,Rua de Fez,Rua do Crasto,Rua do Crasto,Rua do Crasto,Rua do Crasto,Rua do Crasto,Rua do Crasto,Rua do Crasto",20000424,417501
,,,LineString,"-8.58928,41.1697,-8.58928,41.1697",0,0,15,10/1/2013 5:04,0,0,10/1/2013 5:04,"Circular Regional Interna do Porto,Circular Regional Interna do Porto",20000672,417504
,,,LineString,"-8.65281,41.1499,-8.6524,41.1499,-8.65112,41.1506,-8.64964,41.1513,-8.64886,41.1526,-8.64833,41.1538,-8.64762,41.155,-8.64604,41.1564,-8.64526,41.1579,-8.64556,41.1573,-8.64685,41.1582,-8.6486,41.1601,-8.64896,41.1628,-8.64631,41.1649,-8.6431,41.1662,-8.6",57.20422514,13346.11502,825,10/1/2013 3:55,94.48233209,0.602047597,10/1/2013 3:41,"VRI,Rua do Barreiro,Avenida do Aeroporto,VRI,VRI,Rua do Pinhal,VRI,Rua do Barreiro,Avenida do Aeroporto,VRI,E82,VRI,Rua Antonio Bessa Leite,Rua das Condominhas,Rua das Condominhas,Rua Figueira da Foz,Rua das Condominhas,Rua das Condominhas,Rua das Condominhas,Rua Argentina,E82,Rua da Venezuela,Rua Antonio Bessa Leite,Rua Barranha,Avenida Associacao Empresarial de Portugal,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Via de Cintura Interna,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida do Aeroporto,IC1,Avenida Mario Brito,Rua Barranha,Avenida Mario Brito,IC1,IC1,Avenida do Aeroporto,Avenida do Aeroporto,IC1,Avenida Mario Brito,Avenida do Aeroporto,VRI,E82,VRI,E82,E82,VRI,Rua Candido dos Reis,E82",20000432,417506
,,,LineString,"-8.5864,41.1492,-8.58732,41.1492,-8.58902,41.1497,-8.59077,41.1502,-8.59252,41.1507,-8.59406,41.1509,-8.59427,41.1508,-8.5959,41.1498,-8.5982,41.1485,-8.60015,41.1488,-8.60054,41.1488,-8.60251,41.1491,-8.6053,41.1498,-8.60707,41.15,-8.60715,41.1501,-8.606",29.52304343,3276.509666,390,10/1/2013 3:31,59.09539035,3.115472224,10/1/2013 3:25,"Rua de Fernandes Tomas,Rua de Camoes,Rua do Bonfim,Rua do Doutor Alfredo Magalhaes,Rua de Fernandes Tomas,Rua de Camoes,Rua de Fernandes Tomas,Rua do Bonfim,Travessa das Musas,Rua do Bonfim,Rua de Olivenca,Rua do Bonfim,Rua de Pinto Bessa,Rua de Pinto Bessa,Rua de Pinto Bessa,Rua de Justino Teixeira,Rua de Pinto Bessa,Rua do Bonjardim,Rua do Bonjardim,Viaduto de Goncalo Cristovao,Rua de Goncalo Cristovao,Rua de Goncalo Cristovao,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Fernandes Tomas,Rua de Fernandes Tomas",20000263,417508
,,,LineString,"-8.63698,41.1567,-8.6368,41.157,-8.63592,41.1589,-8.63619,41.1602,-8.63745,41.1616,-8.63754,41.1617,-8.63875,41.1626,-8.63778,41.1635,-8.63663,41.1644,-8.639,41.1648,-8.64167,41.1668,-8.64479,41.1694,-8.64814,41.1721,-8.65149,41.1749,-8.65489,41.1776,-8.6",62.01296925,11886.83737,675,10/1/2013 4:17,110.9681951,0,10/1/2013 4:05,"Rua do Barreiro,Rua do Barreiro,Rua de Joao de Deus,Rua do Pinhal,Rua de Guerra Junqueiro,Rua de Guerra Junqueiro,Rua de Guerra Junqueiro,Rua de Joao de Deus,VRI,Rua do Tenente Valadim,Avenida Associacao Empresarial de Portugal,Rua de Joao de Deus,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida de Sidonio Pais,Rua do Tenente Valadim,Avenida Associacao Empresarial de Portugal,VRI,Avenida Associacao Empresarial de Portugal,VRI,Avenida Mario Brito,VRI,IC1,IC1,IC1,Avenida Associacao Empresarial de Portugal,VRI,VRI,Avenida do Aeroporto,Rua Barranha,E82,Rua 26 de Agosto de 2003,E82,E82,Rua Barranha,E82,E82,Rua Candido dos Reis,E82,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto",20000239,417509
,,,LineString,"-8.6705,41.1533,-8.67049,41.1533,-8.67049,41.1533,-8.6705,41.1533,-8.67051,41.1533,-8.67073,41.1534,-8.67201,41.1544,-8.67174,41.1555,-8.66954,41.1564,-8.66691,41.1574,-8.66491,41.1582,-8.66556,41.1589,-8.66665,41.1604,-8.66689,41.1615,-8.66478,41.1618,-8",47.30569807,12997.01654,975,10/1/2013 4:44,92.07381776,0,10/1/2013 4:28,"Estrada da Circunvalacao,VRI,Estrada da Circunvalacao,Avenida do Doutor Antunes Guimaraes,Avenida do Doutor Antunes Guimaraes,Largo Tome Pires,Rua de Fez,Rua Professor Luis Pina,Rua Antonio Galvao,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua Burgal de Baixo,Rua de Diogo Botelho,Rua Burgal de Baixo,Avenida do Marechal Gomes da Costa,Avenida do Marechal Gomes da Costa,Rua de Diogo Botelho,Avenida do Marechal Gomes da Costa,Avenida do Marechal Gomes da Costa,Praca do Imperio,Rua de Sagres,Rua de Sagres,Rua de Tanger,Rua de Sagres,Rua de Sagres,Rua de Sagres,Rua Lidador,Rua Lidador,Avenida do Doutor Antunes Guimaraes,Avenida do Doutor Antunes Guimaraes,Rua Lidador,Rua Lidador,Avenida Associacao Empresarial de Portugal,E82,IC1,Estrada da Circunvalacao,IC1,IC1,IC1,IC1,E82,Rua Barranha,E82,E82,E82,VRI,VRI,E82,E82,E82,VRI,VRI,VRI,VRI,VRI,Rua do Barreiro,Rua do Pinhal,Rua do Barreiro,VRI,Avenida do Aeroporto,Avenida Mario Brito,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto",20000105,417510
,,,LineString,"-8.61264,41.148,-8.62144,41.1474,-8.62238,41.1477,-8.62299,41.1479,-8.62491,41.1485,-8.62568,41.1499,-8.626,41.1516,-8.62628,41.1526,-8.62755,41.1524,-8.62991,41.1526,-8.63192,41.1527,-8.63303,41.1516,-8.63421,41.1512,-8.63633,41.1511,-8.63898,41.1513,-8.",58.00848033,15833.42534,975,10/1/2013 3:59,177.5643021,10.68224674,10/1/2013 3:43,"Rua Barranha,IC1,Avenida do Aeroporto,Avenida do Aeroporto,IC1,IC1,IC1,Avenida do Aeroporto,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Rua do Campo Alegre,Rua de Julio Dinis,Praca de Dona Filipa de Lencastre,Rua de Dom Manuel II,Rua do Campo Alegre,Rua de Dom Manuel II,Rua de Dom Manuel II,Rua de Dom Manuel II,Rua do Campo Alegre,Rua de Julio Dinis,Praca da Galiza,Via de Cintura Interna,Rua de Entrecampos,Avenida do Aeroporto,Rua de Entrecampos,Rua de Entrecampos,Via de Cintura Interna,Via de Cintura Interna,Rua de Entrecampos,Rua de Entrecampos,Via de Cintura Interna,Avenida do Aeroporto,Via de Cintura Interna,Avenida do Aeroporto,Avenida Associacao Empresarial de Portugal,Via de Cintura Interna,Rua do Barreiro,Via de Cintura Interna,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Rua do Barreiro,E82,Rua do Pinhal,Rua Barranha,E82,E82,VRI,Rua do Pinhal,VRI,E82,Rua Candido dos Reis,E82,E82,E82,VRI,VRI,VRI,VRI,VRI,VRI,VRI,VRI,Avenida do Aeroporto,Avenida do Aeroporto",20000395,417512
,,,LineString,"-8.58948,41.1697,-8.59104,41.1688,-8.5933,41.1674,-8.59428,41.167,-8.59422,41.167,-8.5942,41.1669,-8.59418,41.1669,-8.59416,41.1669,-8.59421,41.1669,-8.5942,41.1669,-8.59419,41.1669,-8.59417,41.1669,-8.59387,41.1668,-8.59402,41.167,-8.59403,41.167,-8.5941",19.18894711,3588.654113,660,10/1/2013 5:36,70.81402983,0.200896379,10/1/2013 5:25,"Rua Bartolomeu Dias,Praca do Doutor Francisco Sa Carneiro,Avenida dos Combatentes da Grande Guerra,Rua de Diogo Cao,Rua de Silva Tapada,Rua de Silva Tapada,Rua de Silva Tapada,Rua de Silva Tapada,Tunel Goelas de Pau,Largo da Estacao,Rua do Bonfim,Avenida de Fernao de Magalhaes,Rua do Bonfim,Rua do Bonfim,Avenida de Fernao de Magalhaes,Largo da Estacao,Rua de Pinto Bessa,Avenida de Fernao de Magalhaes,Avenida de Fernao de Magalhaes,Avenida de Fernao de Magalhaes,Largo da Estacao,Rua Doutor Joaquim Urbano,Avenida de Fernao de Magalhaes,Rua da Estacao,Rua da Estacao,Largo da Estacao,Rua de Costa Cabral,Rua de Pinto Bessa,Rua de Pinto Bessa,Rua de Silva Tapada,Rua de Silva Tapada,Rua do Bonfim,Rua de Silva Tapada,Rua de Pinto Bessa,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Silva Tapada,Rua de Silva Tapada,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Silva Tapada,Rua de Costa Cabral,Rua de Costa Cabral",20000672,417515
,,,LineString,"-8.6485,41.1621,-8.64797,41.1619,-8.64741,41.1627,-8.64687,41.164,-8.64544,41.1644,-8.64411,41.1651,-8.64388,41.1652,-8.64387,41.1652,-8.6429,41.1651,-8.64292,41.1651,-8.64122,41.1648,-8.63933,41.1647,-8.63997,41.1656,-8.6422,41.1673,-8.64479,41.1694,-8.6",51.17395477,11721.83682,810,10/1/2013 3:59,101.6228784,0.200680383,10/1/2013 3:45,"VRI,VRI,E82,IC1,VRI,VRI,E82,E82,E82,E82,E82,VRI,VRI,Avenida do Aeroporto,VRI,Avenida Associacao Empresarial de Portugal,IC1,IC1,Avenida do Aeroporto,Avenida do Aeroporto,Avenida da Boavista,Via de Cintura Interna,Avenida Associacao Empresarial de Portugal,Rua Eugenio de Castro,Rua Afonso Lopes Vieira,Avenida Associacao Empresarial de Portugal,Rua Eugenio de Castro,Avenida Associacao Empresarial de Portugal,Rua Professor Damiao Peres,Rua Azevedo Coutinho,Rua Professor Damiao Peres,Rua de Joao de Deus,Rua Professor Damiao Peres,Avenida do Bessa,Rua de O Primeiro de Janeiro,Avenida do Aeroporto,Avenida do Aeroporto,Avenida Associacao Empresarial de Portugal,Avenida do Aeroporto,Avenida do Aeroporto,IC1,Avenida Associacao Empresarial de Portugal,Rua do Pinhal,Avenida do Aeroporto,VRI,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Rua do Barreiro,Rua do Barreiro,Avenida do Aeroporto,Avenida Mario Brito,E82,Rua Barranha,E82",20000280,417516
,,,LineString,"-8.6404,41.164,-8.64038,41.164,-8.64042,41.164,-8.64047,41.1639,-8.64047,41.1639,-8.64045,41.164,-8.6404,41.164,-8.64041,41.164,-8.64045,41.164,-8.64052,41.1639,-8.6405,41.1639,-8.6404,41.164,-8.64037,41.164,-8.64054,41.1641,-8.64124,41.1647,-8.64124,41.1",42.12408073,11222.05661,945,10/1/2013 4:01,96.17782311,0,10/1/2013 3:46,"IC1,Rua de Joao de Deus,IC1,Rua de Joao de Deus,Avenida Associacao Empresarial de Portugal,Rua de Joao de Deus,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida do Bessa,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,Avenida Associacao Empresarial de Portugal,E82,Rua Barranha,E82,Rua Barranha,IC1,Avenida do Aeroporto,Avenida do Aeroporto,E82,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Bessa,Avenida do Bessa,Avenida do Bessa,Avenida do Bessa,Rua de Joao de Deus,Rua de Joao de Deus,Avenida do Bessa,E82,Rua de Joao de Deus,Avenida do Bessa,Avenida do Bessa,Rua de Joao de Deus,Avenida do Bessa,Avenida do Bessa,Avenida Associacao Empresarial de Portugal,VRI,E82,VRI,E82,E82,E82,Rua Candido dos Reis,VRI,VRI,VRI,Rua do Pinhal,VRI,VRI,Rua do Pinhal,Rua do Barreiro",20000529,417517
,,,LineString,"-8.63037,41.1644,-8.63043,41.1644,-8.63033,41.1645,-8.62938,41.164,-8.62809,41.1635,-8.62766,41.1635,-8.62646,41.1635,-8.62501,41.1634,-8.62451,41.1633,-8.62195,41.1628,-8.61879,41.1626,-8.61672,41.1624,-8.61517,41.1622,-8.61224,41.1618,-8.61148,41.1617,-",27.0040551,4835.463807,630,10/1/2013 4:33,63.71138077,0,10/1/2013 4:23,"Largo da Estacao,Rua Aires de Ornelas,Avenida de Fernao de Magalhaes,Rua da Estacao,Rua Aires de Ornelas,Rua Aires de Ornelas,Rua Aires de Ornelas,Rua da Estacao,Rua Aires de Ornelas,Rua de Damiao de Gois,Praca da Rainha Dona Amelia,Rua General Norton de Matos,Rua General Norton de Matos,Rua de Latino Coelho,Rua de Damiao de Gois,Rua de Damiao de Gois,Rua de Damiao de Gois,Rua de Latino Coelho,Rua de Joao Pedro Ribeiro,Rua de Latino Coelho,Rua da Estacao,Largo da Estacao,Tunel Goelas de Pau,Rua Doutor Joaquim Urbano,Rua do Bonfim,Rua da Estacao,Largo da Estacao,Rua de Pinto Bessa,Rua do Bonfim,Rua de Pinto Bessa,Rua de Pinto Bessa,Rua de Pinto Bessa,Rua de Pinto Bessa,Rua de Egas Moniz,Rua de Egas Moniz,Rua de Egas Moniz,Rua de Domingos Sequeira,Rua Francisco Sanches,Rua de Egas Moniz,Rua de Domingos Sequeira,Rua General Norton de Matos,Rua da Quinta Amarela,Rua da Quinta Amarela",20000616,417520
,,,LineString,"-8.60581,41.1446,-8.6058,41.1445,-8.60683,41.145,-8.60713,41.1459,-8.60697,41.1466,-8.60728,41.1472,-8.60831,41.1474,-8.60861,41.1476,-8.60784,41.1489,-8.60732,41.1499,-8.60691,41.1507,-8.606,41.1522,-8.60521,41.1533,-8.60473,41.154,-8.60466,41.1552,-8.60",20.38910218,2281.294477,390,10/1/2013 3:27,69.51375917,0.401819738,10/1/2013 3:21,"Rua de Passos Manuel,Rua de Santa Catarina,Rua de Latino Coelho,Rua de Passos Manuel,Rua de Goncalo Cristovao,Praca da Batalha,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Santa Catarina,Rua de Santa Catarina,Rua de Santa Catarina,Rua de Costa Cabral,Rua de Costa Cabral,Praca do Marques de Pombal,Praca da Batalha,Praca da Batalha,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Alexandre Herculano,Rua de Costa Cabral,Rua de Alexandre Herculano",20000669,417521
,,,LineString,"-8.60567,41.1535,-8.60585,41.1535,-8.60596,41.1535,-8.60618,41.1535,-8.60637,41.1526,-8.60732,41.1514,-8.60768,41.1504,-8.60855,41.1505,-8.60935,41.15,-8.60941,41.1491,-8.60917,41.1481,-8.60847,41.1477,-8.60949,41.1476,-8.61008,41.1477,-8.6101,41.1476,-8.",14.2839114,1011.219182,240,10/1/2013 0:25,37.28208377,0,10/1/2013 0:21,"Rua de Fernandes Tomas,Rua do Bolhao,Rua das Carvalheiras,Rua de Goncalo Cristovao,Rua das Carvalheiras,Rua de Goncalo Cristovao,Rua de Goncalo Cristovao,Rua do Bonjardim,Rua do Bonjardim,Rua do Bonjardim,Praca de Dom Joao I,Rua do Bonjardim,Rua do Bonjardim,Rua do Doutor Magalhaes Lemos,Rua de Passos Manuel,Rua do Bonjardim,Rua do Doutor Magalhaes Lemos",20000235,417522
,,,LineString,"-8.63678,41.1526,-8.63673,41.1526,-8.63538,41.1523,-8.63446,41.1521,-8.63493,41.1512,-8.63752,41.1504,-8.64097,41.1493,-8.64418,41.1502,-8.64368,41.1519,-8.64137,41.1506,-8.64051,41.148,-8.63985,41.1452,-8.63978,41.1435,-8.64172,41.1436,-8.64097,41.1451,-",33.70262205,6741.902298,705,10/1/2013 5:24,75.89091659,0,10/1/2013 5:12,"Rua Rio da Fonte,Via Engenheiro Edgar Cardoso,Travessa Jose Fontana,Rua Visconde das Devesas,Rua Jose Fontana,Rua Visconde das Devesas,Largo 5 de Outubro,Largo 5 de Outubro,Rua Visconde das Devesas,Largo 5 de Outubro,Rua Visconde das Devesas,Rua Visconde das Devesas,Rua Visconde das Devesas,Rua Visconde das Devesas,Largo 5 de Outubro,Largo 5 de Outubro,Largo 5 de Outubro,Rua do Conselheiro Veloso da Cruz,Travessa Entrecampos,Via de Cintura Interna,Rua de Entrecampos,Rua do Golgota,Via Engenheiro Edgar Cardoso,Via Engenheiro Edgar Cardoso,Rua de Entrecampos,Via Engenheiro Edgar Cardoso,Rua do Campo Alegre,Via Engenheiro Edgar Cardoso,Via de Cintura Interna,Rua do Campo Alegre,Via de Cintura Interna,CDUP,Rua do Campo Alegre,Via Engenheiro Edgar Cardoso,Rua Daciano Baptista Marques,Via Engenheiro Edgar Cardoso,Via de Cintura Interna,Via 8,Rua Martir Sao Sebastiao,Rua Camilo Castelo Branco,Via 8,Via 8,Rua Camilo Castelo Branco,Via 8,Via Engenheiro Edgar Cardoso,Via Engenheiro Edgar Cardoso,Via Engenheiro Edgar Cardoso,Rua Leote do Rego",20000542,417523
